Date,Open,High,Low,Close*,Adj Close**,Volume
"Feb 01, 2023","34,039.60","34,334.70","33,581.42","34,092.96","34,092.96","370,120,000"
"Jan 31, 2023","33,803.56","34,095.23","33,664.91","34,086.04","34,086.04","360,240,000"
"Jan 30, 2023","33,909.21","34,055.29","33,695.18","33,717.09","33,717.09","343,920,000"
"Jan 27, 2023","33,952.93","34,164.33","33,830.85","33,978.08","33,978.08","441,260,000"
"Jan 26, 2023","33,771.66","33,953.79","33,635.60","33,949.41","33,949.41","327,000,000"
"Jan 25, 2023","33,538.36","33,773.09","33,273.21","33,743.84","33,743.84","341,720,000"
"Jan 24, 2023","33,444.72","33,782.92","33,310.56","33,733.96","33,733.96","299,310,000"
"Jan 23, 2023","33,439.56","33,782.88","33,316.25","33,629.56","33,629.56","355,220,000"
"Jan 20, 2023","33,073.46","33,381.95","32,948.93","33,375.49","33,375.49","367,330,000"
"Jan 19, 2023","33,171.35","33,227.49","32,982.05","33,044.56","33,044.56","319,770,000"
"Jan 18, 2023","33,948.49","34,016.53","33,269.90","33,296.96","33,296.96","351,670,000"
"Jan 17, 2023","34,222.32","34,269.97","33,860.67","33,910.85","33,910.85","353,050,000"
"Jan 13, 2023","34,075.31","34,342.32","33,915.49","34,302.61","34,302.61","274,110,000"
"Jan 12, 2023","34,047.86","34,292.67","33,792.10","34,189.97","34,189.97","308,190,000"
"Jan 11, 2023","33,754.03","33,974.69","33,711.04","33,973.01","33,973.01","301,650,000"
"Jan 10, 2023","33,516.43","33,726.54","33,421.80","33,704.10","33,704.10","268,260,000"
"Jan 09, 2023","33,664.39","33,935.11","33,487.66","33,517.65","33,517.65","327,840,000"
"Jan 06, 2023","33,055.30","33,710.66","32,997.39","33,630.61","33,630.61","360,740,000"
"Jan 05, 2023","33,191.72","33,191.72","32,812.33","32,930.08","32,930.08","337,920,000"
"Jan 04, 2023","33,165.14","33,409.10","33,033.48","33,269.77","33,269.77","379,400,000"
"Jan 03, 2023","33,148.90","33,387.52","32,850.57","33,136.37","33,136.37","355,930,000"
"Dec 30, 2022","33,121.61","33,152.55","32,847.82","33,147.25","33,147.25","295,500,000"
"Dec 29, 2022","33,021.43","33,293.42","33,020.35","33,220.80","33,220.80","243,060,000"
"Dec 28, 2022","33,264.76","33,379.55","32,869.15","32,875.71","32,875.71","252,260,000"
"Dec 27, 2022","33,224.23","33,387.72","33,069.58","33,241.56","33,241.56","246,010,000"
"Dec 23, 2022","32,961.06","33,226.14","32,814.02","33,203.93","33,203.93","221,050,000"
"Dec 22, 2022","33,233.35","33,233.35","32,573.43","33,027.49","33,027.49","340,640,000"
"Dec 21, 2022","33,028.09","33,437.84","33,028.09","33,376.48","33,376.48","328,020,000"
"Dec 20, 2022","32,735.24","32,992.23","32,649.45","32,849.74","32,849.74","303,970,000"
"Dec 19, 2022","32,921.45","33,038.94","32,581.97","32,757.54","32,757.54","326,430,000"
"Dec 16, 2022","33,166.46","33,166.46","32,654.59","32,920.46","32,920.46","756,310,000"
"Dec 15, 2022","33,773.00","33,773.00","33,016.16","33,202.22","33,202.22","394,290,000"
"Dec 14, 2022","34,086.07","34,395.65","33,704.17","33,966.35","33,966.35","339,090,000"
"Dec 13, 2022","34,268.44","34,712.28","33,890.88","34,108.64","34,108.64","442,650,000"
"Dec 12, 2022","33,519.50","34,005.04","33,519.50","34,005.04","34,005.04","313,440,000"
"Dec 09, 2022","33,746.71","33,844.63","33,462.65","33,476.46","33,476.46","287,630,000"
"Dec 08, 2022","33,695.97","33,899.17","33,642.46","33,781.48","33,781.48","271,830,000"
"Dec 07, 2022","33,556.40","33,774.27","33,503.67","33,597.92","33,597.92","359,980,000"
"Dec 06, 2022","33,936.87","34,006.63","33,418.59","33,596.34","33,596.34","306,220,000"
"Dec 05, 2022","34,335.73","34,335.73","33,846.81","33,947.10","33,947.10","312,960,000"
"Dec 02, 2022","34,265.45","34,483.21","34,039.73","34,429.88","34,429.88","290,580,000"
"Dec 01, 2022","34,533.59","34,595.51","34,129.35","34,395.01","34,395.01","348,720,000"
"Nov 30, 2022","33,795.43","34,589.77","33,583.77","34,589.77","34,589.77","524,440,000"
"Nov 29, 2022","33,847.80","33,933.91","33,662.45","33,852.53","33,852.53","279,750,000"
"Nov 28, 2022","34,275.91","34,303.88","33,799.35","33,849.46","33,849.46","300,330,000"
"Nov 25, 2022","34,213.04","34,386.51","34,199.57","34,347.03","34,347.03","131,660,000"
"Nov 23, 2022","34,091.57","34,262.07","34,004.64","34,194.06","34,194.06","236,820,000"
"Nov 22, 2022","33,810.05","34,115.70","33,810.05","34,098.10","34,098.10","277,070,000"
"Nov 21, 2022","33,760.30","33,864.59","33,559.18","33,700.28","33,700.28","352,960,000"
"Nov 18, 2022","33,606.59","33,827.94","33,540.64","33,745.69","33,745.69","312,950,000"
"Nov 17, 2022","33,329.27","33,616.02","33,239.75","33,546.32","33,546.32","319,210,000"
"Nov 16, 2022","33,554.93","33,682.83","33,516.99","33,553.83","33,553.83","301,560,000"
"Nov 15, 2022","33,755.94","33,987.06","33,320.20","33,592.92","33,592.92","390,610,000"
"Nov 14, 2022","33,662.05","33,964.30","33,533.96","33,536.70","33,536.70","354,340,000"
"Nov 11, 2022","33,797.75","33,817.96","33,394.43","33,747.86","33,747.86","427,790,000"
"Nov 10, 2022","33,263.91","33,727.73","33,167.82","33,715.37","33,715.37","480,130,000"
"Nov 09, 2022","33,004.47","33,065.11","32,478.87","32,513.94","32,513.94","355,200,000"
"Nov 08, 2022","32,934.56","33,355.39","32,831.46","33,160.83","33,160.83","335,340,000"
"Nov 07, 2022","32,454.10","32,895.59","32,424.99","32,827.00","32,827.00","336,300,000"
"Nov 04, 2022","32,265.01","32,611.52","31,938.92","32,403.22","32,403.22","422,370,000"
"Nov 03, 2022","31,985.05","32,185.71","31,727.05","32,001.25","32,001.25","354,440,000"
"Nov 02, 2022","32,576.28","33,071.93","32,139.77","32,147.76","32,147.76","398,430,000"
"Nov 01, 2022","32,862.79","32,975.48","32,485.23","32,653.20","32,653.20","323,210,000"
"Oct 31, 2022","32,754.27","32,883.86","32,586.93","32,732.95","32,732.95","390,890,000"
"Oct 28, 2022","32,204.31","32,889.81","32,158.38","32,861.80","32,861.80","495,830,000"
